date,visitors,conversion_rate,orders,revenue,refunds,marketing_spend,is_anomaly,anomaly_type
2025-11-18,12595,4.115886110644653,518,534402.0984256463,22,44903.698101328024,False,normal
2025-11-19,11181,4.068812717357641,454,471943.1763657891,22,43685.54585395866,False,normal
2025-11-20,14092,4.448835988871222,626,639054.5421924612,28,45112.32946406023,False,normal
2025-11-21,10993,4.355492159020114,478,456956.3309169511,30,47735.59557587605,False,normal
2025-11-22,10785,4.073661841963323,439,415412.58731801563,32,39095.93592345578,False,normal
2025-11-23,13158,4.605765431177487,606,604761.1386383347,28,50571.608473344364,False,normal
2025-11-24,12791,3.821627835340036,488,533783.3409118856,17,48576.90657720622,False,normal
2025-11-25,12624,4.415577462430493,557,581222.8228887279,22,48590.928628539674,False,normal
2025-11-26,12628,4.407585440288934,556,539515.07450881,22,47192.37869404864,False,normal
2025-11-27,11987,4.091658746240103,490,520250.58945741516,29,45098.08328846995,False,normal
2025-11-28,11102,4.314146557784741,478,369071.7301871059,27,48364.3061798341,False,normal
2025-11-29,12075,3.7621102482651443,454,495723.17023751483,32,47959.07066870689,False,normal
2025-11-30,11322,4.5234094567224155,512,440741.32362124906,16,43229.79644529488,False,normal
2025-12-01,12975,4.135284252244954,536,520458.5324326337,30,42131.9911355155,False,normal
2025-12-02,11852,4.017046942818336,476,433362.97041263647,31,45509.28147630993,False,normal
2025-12-03,11174,4.567153229042911,510,457176.99579058704,26,52745.100757475935,False,normal
2025-12-04,11678,3.9534797083100344,461,503811.2919185198,32,38804.4646217305,False,normal
2025-12-05,12412,3.7070385462727544,460,442788.5957917224,25,37662.3736712378,False,normal
2025-12-06,11436,3.655179789266634,418,429587.0898050751,22,45823.80420618258,False,normal
2025-12-07,11177,4.412103482970974,493,491149.452369005,29,45254.43850928009,False,normal
2025-12-08,12243,3.7518497266263013,459,476516.939175633,32,45866.70832185204,False,normal
2025-12-09,12244,4.814177963694528,589,592619.8475067592,27,46219.7659895425,False,normal
2025-12-10,11493,3.4713247072406976,398,357149.5275818359,26,43883.98872682598,False,normal
2025-12-11,11528,4.793759728901514,552,595995.1427467858,21,52449.31719301041,False,normal
2025-12-12,12232,4.2738561135209165,522,501380.7250871836,17,36995.48010761742,False,normal
2025-12-13,10551,4.166150410845363,439,384332.84371906955,25,40857.51487609877,False,normal
2025-12-14,10592,4.009278319616868,424,409478.3337400363,36,44483.726199254765,False,normal
2025-12-15,11281,4.339697640023225,489,547709.7230096143,29,36784.05594422916,False,normal
2025-12-16,11786,4.1868278541513035,493,526532.7455089561,27,44120.72797783965,False,normal
2025-12-17,12310,4.586155658705783,564,548268.8156955173,21,53307.35082864009,False,normal
2025-12-18,13475,4.239979677031714,571,555045.9080667342,25,45104.43244147981,False,normal
2025-12-19,12857,4.252605616511658,546,531950.9809628247,19,46153.50452859342,False,normal
2025-12-20,11840,4.072735725725151,482,562079.4022461061,25,38699.1761741371,False,normal
2025-12-21,11980,4.180069031697626,500,515277.41808926215,27,41918.19295980261,False,normal
2025-12-22,10997,4.307730619112221,473,489272.7759297101,20,43124.018098380315,False,normal
2025-12-23,11981,3.6014410625701814,431,466524.1734950179,20,43411.42451621883,False,normal
2025-12-24,11711,3.7281351022630007,436,444328.9658668448,18,51408.21897501884,False,normal
2025-12-25,12322,4.460142432907951,549,537622.8689555547,30,47788.455303625626,False,normal
2025-12-26,11172,4.25980290334478,475,467538.7057347708,25,39442.71021531484,False,normal
2025-12-27,12519,4.135605832276562,517,514038.57191063435,34,46232.523892160025,False,normal
2025-12-28,13532,4.2064518765728875,569,567305.6437940721,17,47491.10874248393,False,normal
2025-12-29,11891,4.321653596876585,513,542861.9164708616,18,50700.74519260633,False,normal
2025-12-30,12401,4.011084111891724,497,499065.3684196982,25,52902.70343284187,False,normal
2025-12-31,12690,3.927593346109191,498,527188.3806762686,25,39924.52904086066,False,normal
